acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year,target_emotion
0.979,"['Wolfgang Amadeus Mozart', 'Elisabeth Schwarzkopf', 'Herbert von Karajan', 'Wiener Philharmoniker']",0.315,430400,0.117,0,1PIZtUreRefsvj7xoAYYpF,1.46E-05,0,0.111,-18.082,1,"Le Nozze di Figaro, '(The) Marriage of Figaro', Act III: E Susanna non vien?...Dove sono (Contessa)",0,1952,0.0467,136.325,0.0634,1952,sad
0.985,"['Franz Liszt', 'Lang Lang']",0.203,259573,0.00399,0,0Jp7n6FKqGVxtXPMVYtMQr,0.922,1,0.111,-35.638,1,"Consolation No. 3 in D-Flat Major, S. 172",54,22-08-2011,0.0405,74.253,0.0779,2011,sad
0.941,"['Igor Stravinsky', 'Columbia Symphony Orchestra']",0.125,221400,0.0403,0,6oNEw4HBXUBKOXzspD4DSE,0.191,0,0.0906,-32.142,0,"Le sacre du printemps: Part 2 ""The Sacrifice"", Introduction",0,1948,0.0389,97.421,0.05,1948,sad
0.965,['The Four Freshmen'],0.438,150067,0.145,0,71LNxh447alHJ2bcEJc8we,0,0,0.11,-10.302,1,It Happened Once Before,8,01-01-1955,0.0322,82.894,0.279,1955,sad
0.985,"['Eraldo Bernocchi', 'Harold Budd', 'Robin Guthrie']",0.0821,293627,0.104,0,6RtdBwIiYavQENjkE6JCba,0.794,11,0.0907,-21.088,1,Don't Go Where I Can't Find You,57,21-11-2011,0.0379,74.773,0.0354,2011,sad
0.993,['Shamim Akhtar'],0.572,200792,0.0328,0,0xRIjxouOadI66cSs5Jqsn,0.765,11,0.206,-15.982,0,Meera Ke Man Mein Basi,0,31-12-1942,0.108,128.004,0.296,1942,sad
0.866,"['Jónsi', 'Alex Somers']",0.0637,560653,0.249,0,29Ty3LznXDPiuf4Q681MEI,0.974,7,0.093,-16.187,1,Happiness,45,20-07-2009,0.0429,67.693,0.0372,2009,sad
0.928,"['Wolfgang Amadeus Mozart', 'Arturo Toscanini']",0.326,447400,0.242,0,5XWPzyftytAbwRdsaoGaZF,0.898,10,0.314,-12.828,1,"Symphony No. 40 in G Minor, K. 550: I. Allegro molto",0,1948,0.0424,113.713,0.31,1948,sad
0.996,['K Mullick'],0.367,208240,0.0402,0,443YTsF4jMLtYAXWSbwbaD,0.0601,1,0.183,-25.259,1,Eso Kole Kari Uma,0,01-12-1932,0.0486,69.141,0.224,1932,sad
0.995,['Αντώνης Νταλγκάς'],0.465,191440,0.0893,0,20dxR4Rl0Bq7MdSjZm53i8,0.768,6,0.469,-18.663,1,Έσπασες τα πιάτα,0,01-01-1939,0.0991,80.321,0.505,1939,sad
0.962,['Jeff Buckley'],0.367,205587,0.0527,0,4yg2qSpnVAbQLPjCJTWwtY,0.00679,0,0.109,-17.684,1,"Mama, You Been on My Mind - Studio Outtake - 1993",55,23-08-1994,0.0468,170.124,0.108,1994,sad
0.883,['Alfred Hitchcock'],0.624,417440,0.0473,0,5Elrboytm6XVOfFLeX8zV3,0,0,0.111,-34.016,1,Jimmy Takes Vanishing Lessons,10,01-01-1962,0.879,88.368,0.27,1962,sad
0.968,['Billie Holiday'],0.557,191933,0.0803,0,3pDJVQzTG0eMvIncP9GPm6,0.00145,7,0.136,-16.45,1,He's Funny That Way,7,01-01-1956,0.0478,73.56,0.197,1956,sad
0.905,['于璇'],0.396,230053,0.068,0,7q0PqWkysQPlwMZ5w6d0cq,0,2,0.0914,-19.121,1,相見不如不見(相思淚),25,21-06-1964,0.049,82.771,0.511,1964,sad
0.991,['Amirbai Karnataki'],0.497,185853,0.0814,0,3mhWVx0GDc3HNiLkBVdF9r,0.944,6,0.187,-20.232,0,Ud Jaoon Main To,0,31-12-1945,0.0944,77.744,0.415,1945,sad
0.982,"['Edvard Grieg', 'Jascha Heifetz']",0.241,370493,0.208,0,4FzZfyN4Uwn5xKhnBRx2rI,0.416,4,0.138,-16.721,1,"Sonata No. 3 in C Minor, Op. 45: Allegretto espressivo alla Romanza; Allegro molto; Tempo I",0,1948,0.0464,76.743,0.0846,1948,sad
0.984,['Monks Of The Abbey Of Notre Dame'],0.225,80187,0.112,0,7pHz7Rl2sxsj5e87uB82fq,0.233,2,0.0784,-20.869,1,O Sacrum Convivium,41,2001,0.0479,70.111,0.0376,2001,sad
0.165,['Charlie Chaplin'],0.345,408161,0.181,0,4qXCjFHaBNKQAOYtmjhzvW,0.592,8,0.0782,-12.983,1,Back from Europe / The Burglars,0,1931,0.0761,143.008,0.159,1931,sad
0.813,['James Newton Howard'],0.14,271480,0.116,0,5ynPIIbdGo2OBoX9vcnUo5,0.163,7,0.21,-22.882,0,The Gravel Road - Score,43,01-01-2004,0.0378,86.097,0.104,2004,sad
0.986,"['Johannes Brahms', 'Vladimir Horowitz', 'Arturo Toscanini', 'NBC Symphony Orchestra']",0.309,975693,0.236,0,3hzPWQr2CRXvNB4JCMd2tQ,0.874,10,0.144,-16.379,1,"Piano Concerto No. 2 in B-Flat Major, Op. 83: I. Allegro non troppo",0,1928,0.0345,106.224,0.0967,1928,sad
0.952,['Miles Davis Quintet'],0.513,317400,0.178,0,6mrpXmrZs6NYADQSYz8Y75,0.000308,10,0.307,-11.164,1,You're My Everything - Original Version With False Start,33,1958,0.0455,118.741,0.17,1958,sad
0.583,['Spiritualized'],0.132,398307,0.302,0,5jxN9knH0vlfpN2Ft7a5xi,0.639,8,0.188,-12.36,0,Broken Heart,40,16-06-1997,0.0397,144.69,0.0368,1997,sad
0.843,"['Bob Dylan', 'Johnny Cash']",0.607,220400,0.142,0,4K1imZQQ0yKtJ40vGmUajS,0.000197,7,0.121,-23.455,1,Girl from the North Country,67,09-04-1969,0.0382,118.867,0.305,1969,sad
0.779,"['Johann Sebastian Bach', 'Glenn Gould']",0.192,228213,0.165,0,2rbsO0aQrWJrU86GzMozK9,0.00267,2,0.178,-18.655,0,"The Art of the Fugue, BWV 1080: Contrapunctus VII à 4 per augmentationem et diminutionem - Excerpts",12,1957,0.0357,136.704,0.256,1957,sad
0.832,['James Taylor'],0.392,251373,0.166,0,6sMFBGi63uil2HDqUEpCq3,0,3,0.96,-20.002,1,Sweet Baby James,35,30-06-1993,0.072,116.328,0.401,1993,sad
0.00373,['The Beach Boys'],0.209,178747,0.131,0,2gE8FFfVxdzcYpFKsB0DYT,0.84,6,0.0973,-18.385,1,Don't Talk (Put Your Head On My Shoulder) - Instrumental Stereo Mix,23,16-06-1966,0.0371,63.007,0.14,1966,sad
0.0824,['Karunesh'],0.0912,334707,0.224,0,4ITXYNLwUkdX5k5y8M2SU4,0.207,0,0.0928,-13.545,0,Calling Wisdom,48,10-07-2001,0.0393,59.592,0.0376,2001,sad
0.758,['Peggy Wood'],0.182,158173,0.35,0,0VzZ1bl58sO4v6G9p1cyPY,1.54E-06,10,0.233,-11.698,1,Climb Ev'ry Mountain,31,1964,0.0388,94.543,0.151,1964,sad
0.995,"['Robert Schumann', 'Vladimir Horowitz']",0.357,141867,0.172,0,5q2RpNnH6nCtPBEnsmU5id,0.861,5,0.139,-18.763,0,"Fantasiestücke, Op. 111: Molto vivace ed appassionatamente",0,1928,0.0291,87.501,0.132,1928,sad
0.995,"['Ludwig van Beethoven', 'Paul Baumgartner']",0.359,72880,0.0165,0,2FJwRc1C8og2nO0ZoajsJB,0.847,0,0.135,-33.742,1,"33 Piano Variations In C, Op.120 On A Waltz By Anton Diabelli: Variation 8 (Poco vivace)",0,01-01-1952,0.0349,139.198,0.251,1952,sad
0.996,['Umm Kulthum'],0.276,200504,0.0211,0,2b63Krjpqmq60ix9qNbrmF,0.896,7,0.244,-23.689,0,Nami Ya Mlaky,0,01-01-1937,0.0503,109.434,0.138,1937,sad
0.00627,['Kendrick Lamar'],0.577,247800,0.447,1,6REbwUNlppTfcnV4d4ZoZi,0.00022,8,0.0899,-5.892,1,Swimming Pools (Drank),72,01-01-2012,0.277,74.236,0.189,2012,sad
0.989,"['Christoph Willibald Gluck', 'Arturo Toscanini']",0.433,48240,0.196,0,2TJHWspbLR60KZgcqSqJvL,4.67E-05,5,0.149,-17.66,0,"Orfeo ed Euridice, Wq. 30: Act II: Scene 1: Men tiranne, ah, voi sareste - 1992 Remastered",0,1952,0.043,84.871,0.4,1952,sad
0.797,['Ana Gabriel'],0.59,239773,0.283,0,78KzU9VKRmDrEO6EvZlQRG,0,6,0.105,-12.957,1,Destino,55,16-01-2009,0.033,105.293,0.217,2009,sad
0.461,['Candlebox'],0.774,303200,0.36,0,2ZSHYIHtff5bdjVz2Pj9tm,0,0,0.0729,-7.985,1,He Calls Home,35,16-07-1993,0.0371,105.396,0.101,1993,sad
0.865,['Wynton Marsalis'],0.532,309000,0.132,0,0ZO3xca4fN38Be1un20nc9,0.159,8,0.166,-15.891,1,When It's Sleepytime Down South,44,26-03-1991,0.047,89.321,0.332,1991,sad
0.973,['Deep Sleep Music Collective'],0.154,123272,0.000891,0,0OVwmxLIkUQjAT6zVusw5Q,0.912,1,0.116,-37.952,1,Sleep Songs,61,07-11-2016,0.0537,66.507,0.035,2016,sad
0.585,['Hope Sandoval and the Warm Inventions'],0.267,152320,0.289,0,0OVvantI7wPKGnZM7gcJxa,0.112,5,0.0959,-12.176,1,Drop,48,23-10-2001,0.0293,93.049,0.105,2001,sad
0.451,['Julee Cruise'],0.263,296200,0.418,0,5kEcXZZS97TSNXc6174Ed6,0.0284,11,0.0762,-15.851,1,The Nightingale,34,12-09-1989,0.0412,96.143,0.17,1989,sad
0.913,"['Pyotr Ilyich Tchaikovsky', 'Leonard Bernstein', 'New York Philharmonic']",0.163,1180893,0.124,0,4VTiaFxsT4uxw8eWWH10Ns,0.93,1,0.157,-18.018,1,"Symphony No. 4 in F Minor, Op. 36, TH 27: I. Andante sostenuto - Moderato con anima",9,1959,0.0397,78.263,0.0651,1959,sad
0.987,"['Johannes Brahms', 'Arthur Rubinstein', 'Jascha Heifetz', 'Emanuel Feuermann']",0.287,532067,0.209,0,6O54J3GDG2C8bipO8DL3M1,0.606,11,0.149,-15.111,1,"Piano Trio, Op. 8 in B: Allegro con brio",1,1941,0.0381,105.873,0.248,1941,sad
0.92,['Mandy Moore'],0.366,54440,0.0279,0,75VVIB2x1h6BfxD2PqOO57,0,11,0.109,-22.55,1,"Healing Incantation - From ""Tangled""/Soundtrack Version",59,01-01-2010,0.0461,167.751,0.35,2010,sad
0.983,['Rachel Portman'],0.18,187467,0.0382,0,1DdyioI2yXhLwR1pn5Hczk,0.0141,2,0.15,-22.028,0,Main Title,57,2001,0.0452,69.897,0.0593,2001,sad
0.994,['Bulo C.Rani'],0.387,227377,0.162,0,4WhXYP1JDdakGFXhfZxLkq,0.0905,8,0.132,-14.069,1,Mohabbat Mein Loota Di,0,31-12-1942,0.122,79.201,0.288,1942,sad
0.992,['Rajkumari'],0.34,201748,0.147,0,0oQhEYsJB0H5Ofi9qutPNM,0.865,5,0.304,-18.753,1,Kyun Mere Dil Mein Dard Basaya,0,31-12-1950,0.066,76.036,0.512,1950,sad
0.989,['Tanguturi Suryakumari'],0.323,194373,0.148,0,0evMO0XBo6mHqzJeaPo5FZ,0.0061,10,0.0865,-13.736,1,Vendi Kanchalalo,0,31-12-1941,0.0469,75.319,0.323,1941,sad
0.97,"['Igor Stravinsky', 'Walter Straram Concerts Orchestra']",0.161,214440,0.0199,0,7uUOA6IXxxqD4dgkyZx6dd,0.674,4,0.101,-26.025,1,The Firebird: VII Interlude (berceuse),0,1930,0.0433,64.814,0.0378,1930,sad
0.89,"['Antonín Dvořák', 'London Symphony Orchestra', 'Sir Colin Davis']",0.154,775307,0.00261,0,3jLcwFns5S9OYQojN8XAkJ,0.763,1,0.125,-36.267,1,"Symphony No. 9 in E Minor, Op. 95 ""From the New World"": II. Largo - Live",46,01-01-2000,0.0419,83.549,0.0366,2000,sad
0.99,"['Vincenzo Bellini', 'Maria Callas', 'Tullio Serafin', 'Orchestra Del Teatro Alla Scala, Milano']",0.169,298707,0.376,0,27JF7cIu2zKXgWG7ZSvInK,0.0667,5,0.129,-12.32,1,"Bellini: I Puritani, Act 1: ""Ah, vieni al tempio ... fedele Arturo"" (Elvira, Bruno, Chorus, Riccardo, Giorgio)",2,1953,0.0479,79.761,0.0856,1953,sad
0.929,"['Johann Strauss II', 'Eugene Ormandy']",0.226,527400,0.0701,0,5LYAuItJcXH06adHkebOmf,0.782,2,0.123,-20.668,1,The Blue Danube,48,1988,0.0361,176.342,0.15,1988,sad
0.82,['Carlo Rustichelli'],0.31,108640,0.125,0,3S7ccdaxxjt7Zu1BZjSunO,0.9,6,0.0859,-16.994,0,Uccidi o muori (seq.22),24,1966,0.0342,133.901,0.275,1966,sad
0.977,['Guy Lombardo & His Royal Canadians'],0.52,196394,0.15,0,0vaOo2qKnXuXr85nKKLroV,0.248,5,0.128,-13.23,1,Sweethearts On Parade,0,1932,0.0435,127.434,0.27,1932,sad
0.918,['Damia'],0.405,219493,0.0928,0,2dqZiKEHZOug6lMQccUWWU,0,0,0.103,-16.454,0,La Mauvaise Prière,0,1933,0.0832,81.883,0.324,1933,sad
0.977,"['ANTONIS NTALGKAS', 'Diamantidis']",0.389,192413,0.399,0,761WLjnYpF7YzACBl3MnmF,0.427,5,0.223,-11.753,1,Tzavelena,0,01-01-1930,0.152,73.758,0.34,1930,sad
0.403,['Vampire Weekend'],0.472,251253,0.29,0,2gKZXeCTkQjblUQgnKF7Ow,0.000115,9,0.199,-12.327,1,Obvious Bicycle,51,27-05-2013,0.0957,180.098,0.126,2013,sad
0.776,['Gladys Knight'],0.318,231747,0.198,0,3DG4WI5bE5IyfTteCgrXa6,0.000445,1,0.12,-11.759,1,Since I Fell For You,53,01-01-2006,0.0465,65.731,0.157,2006,sad
0.892,"['Victor P. Young', 'Frank Sinatra']",0.152,236813,0.149,0,18OmfuxXdivhf8e6oI3mNL,0.766,9,0.114,-15.871,1,Black - Remastered,7,1956,0.0334,88.044,0.0392,1956,sad
0.988,"['Ella Fitzgerald', 'Ellis Larkins']",0.508,190080,0.156,0,7g2bnVoIVJwEUePVGf6Cgd,1.67E-05,8,0.143,-9.956,1,People Will Say We're In Love,17,1954,0.0331,134.275,0.302,1954,sad
0.972,"['Billie Holiday', 'Eddie Heywood']",0.504,181440,0.0644,0,4z1QLZnSuo1K5VELocHA0b,4.36E-06,2,0.174,-14.754,0,All of Me (with Eddie Heywood & His Orchestra),5,1935,0.0408,106.994,0.403,1935,sad
0.859,['Frank Sinatra'],0.205,218200,0.0677,0,7aBcRKpFuACas7eoWh4QlC,1.39E-06,1,0.123,-20.794,1,Nancy,25,1963-08,0.0342,170.723,0.189,1963,sad
0.858,['Mina'],0.325,220761,0.251,0,0xV1zH3k4j98eGmnVkN8R0,1.31E-05,0,0.245,-15.221,1,Le tue mani,0,13-11-1942,0.0345,71.432,0.28,1942,sad
0.928,['The Percy Faith Strings'],0.201,199280,0.273,0,6LMVVnohJVs1UkDOkfo7OT,0.883,7,0.288,-16.025,0,Autumn Leaves,21,1959,0.034,95.317,0.0734,1959,sad
0.969,['Baby Lullaby Academy'],0.221,132284,0.00169,0,3SPCtqHndiHRNZEXAVFNLk,0.0134,4,0.0678,-43.82,1,Piano Baby Lullabies for Baby Sleep,55,24-11-2015,0.0497,75.705,0.229,2015,sad
0.11,['Richard Reynoso'],0.528,301853,0.425,0,5iBlfmhTE2adysnEH1xTOt,1.24E-06,10,0.157,-7.923,1,Paminsan-Minsan,47,20-01-1992,0.0256,74.779,0.126,1992,sad
0.983,"['Wolfgang Amadeus Mozart', 'Rudolf Serkin', 'Alexander Schneider']",0.321,579000,0.226,0,095T7cpRvtyxZO12z7ZzA0,0.942,2,0.0782,-15.133,1,"Piano Concerto No. 16 in D Major, K. 451: I. Allegro assai",0,1952,0.0333,77.298,0.19,1952,sad
0.649,['The Outfield'],0.354,235333,0.163,0,3SKqXji4qnopYHI1M0Lndq,0.139,5,0.0816,-16.69,1,Nervous Alibi,32,29-06-1985,0.0316,96.086,0.0893,1985,sad
0.767,['Pink Floyd'],0.222,355634,0.0555,0,0iJfN2CqrX7O8hkzgAMMAf,0.923,0,0.118,-22.118,1,Cluster One,53,1994,0.0321,98.941,0.033,1994,sad
0.438,['Kraftwerk'],0.359,351067,0.427,0,2u0Lu5pNZ22HAmDwWdRfix,0.375,2,0.196,-12.101,1,Radioland - 2009 Remaster,37,1975,0.031,77.484,0.0594,1975,sad
0.0121,['U2'],0.528,259200,0.341,0,14QtCWJaRgMj6dkUs6dkcT,0.906,10,0.511,-18.143,0,Numb,48,05-07-1993,0.0553,180.453,0.108,1993,sad
0.761,['Arthur Lyman'],0.374,179440,0.342,0,3Ov2ONXDrL7BNEvZt5ee5v,0.0319,0,0.199,-16.081,1,Sweet and Lovely,10,1961,0.049,145.222,0.301,1961,sad
0.963,['Fernando Ortega'],0.438,305107,0.0356,0,2G2b5w0IiHWmvS68wlJHuZ,2.45E-06,1,0.115,-21.149,1,Jesus Paid It All,44,05-02-2002,0.0335,70.994,0.392,2002,sad
0.966,['Thomas Newman'],0.275,57520,0.115,0,099QlSujdXkd9DCwAh2fgX,0.96,2,0.1,-18.861,1,Field Trip,42,20-05-2003,0.0346,85.497,0.155,2003,sad
0.877,['Enya'],0.519,163427,0.154,0,7q6DYjGgrgfVRiCK15kVRa,0.931,10,0.106,-22.154,1,Tea-House Moon - Instrumental,36,20-11-1995,0.0316,79.263,0.117,1995,sad
0.965,"['Igor Stravinsky', 'Esa-Pekka Salonen']",0.461,40520,0.25,0,7gL7YSpDUaKcyA29Gi7w43,0.94,7,0.164,-19.565,0,"The Rite of Spring: Part II, The Sacrifice - Evocation of the Ancestors",0,1948,0.0703,126.997,0.12,1948,sad
0.941,['Howard Shore'],0.121,669560,0.0522,0,78LWZ7WT4s7QDa9zzTLH5Y,0.0572,7,0.1,-20.15,1,"Days of the Ring (feat. Annie Lennox Performing ""Into the West"")",45,24-11-2003,0.0388,91.473,0.0375,2003,sad
0.994,['Talat Mahmood'],0.483,176533,0.121,0,1Z7zcv936oInOobKQQHaAu,0.751,8,0.116,-17.15,0,Doob Gaye Akash Ke Tare,0,31-12-1953,0.0385,65.775,0.439,1953,sad
0.994,"['Aaron Copland', 'Martha Lipton']",0.494,114773,0.111,0,0Xh9Qsug7Ob0T29wDADXqh,0.000838,4,0.171,-17.509,1,Twelve Poems of Emily Dickinson: VIII. When they come back,0,1949,0.0633,116.438,0.181,1949,sad
0.965,['Björk'],0.426,273400,0.15,0,0eDVClItJH4PkfPu7dciKP,8.38E-05,9,0.139,-14.988,0,Like Someone in Love,38,05-07-1993,0.0369,83.104,0.0699,1993,sad
0.205,['Gentle Giant'],0.32,410467,0.355,0,5ygfRsuvxriEa1e8FPLxlx,0.388,4,0.118,-16.852,0,Pantagruel's Nativity,33,01-01-1971,0.0366,139.522,0.218,1971,sad
0.995,['K Mullick'],0.282,192947,0.278,0,49E1s4x2KkCnDcVPpTEhJS,0.869,0,0.357,-16.836,0,Amare Chokh Isharay,0,01-12-1931,0.0468,73.195,0.534,1931,sad
0.993,['Master Mohammad'],0.436,201340,0.232,0,3kvZ1KxCM7cFWGyiKAut1y,0.329,8,0.196,-11.009,0,Ghafil Bande Kuchh Soch Zara,0,31-12-1933,0.0951,76.152,0.394,1933,sad
0.98,"['Wolfgang Amadeus Mozart', 'Glenn Gould']",0.295,926413,0.115,0,27Ki4pUmyKwfVg6VKPoIeK,0.897,2,0.132,-23.416,1,"Piano Sonata No. 6 in D Major, K. 284: III. Theme and Variations",13,1958,0.0413,90.296,0.429,1958,sad
0.881,['Charles Mingus'],0.574,386293,0.0729,0,53Hp0EFSYTgQMI4zURGxwM,0.0402,5,0.693,-25.312,0,Work Song - Live,22,1955,0.0542,122.75,0.367,1955,sad
0.989,"['Sergei Rachmaninoff', 'William Kapell', 'Fritz Reiner']",0.221,81893,0.0518,0,5eHYvUfI1GiVST3KUGQeRN,0.233,6,0.0858,-24.27,1,"Rhapsody on a Theme of Paganini, Op.43: Variation XVI: Allegretto",0,1945,0.0349,69.648,0.093,1945,sad
0.929,"['Sabitri Ghosh', 'Hemant Kumar']",0.415,181107,0.265,0,7gfpCqbnqiEpOpOMylAO1t,1.66E-05,6,0.116,-10.414,1,Deep Shikha Sama,0,01-12-1947,0.0885,74.6,0.202,1947,sad
0.985,"['Frédéric Chopin', 'Samson François']",0.336,162373,0.105,0,0I00GHZxscXnEPHmaokbXl,0.856,3,0.126,-22.83,1,"Chopin: 12 Études, Op. 10: No. 11 in E-Flat Major ""Arpeggio""",0,1955,0.0369,93.901,0.126,1955,sad
0.783,['Trans-Siberian Orchestra'],0.297,257987,0.363,0,0O4vuJynWVVdyvoHvZtnk3,0.455,2,0.172,-6.345,1,Christmas Canon,38,15-09-1998,0.0309,132.905,0.148,1998,sad
0.994,"['Frédéric Chopin', 'Maryla Jonas']",0.291,371093,0.0217,0,2iXVJyYCWY27hNdGOsY9IU,0.908,10,0.117,-26.476,0,"Nocturne in B-Flat Minor, Op. 9 No. 1",0,1946,0.0396,66.259,0.0491,1946,sad
0.961,['alt-J'],0.484,77400,0.0881,0,5bp6twky1rHu72giADl7Mv,0.967,9,0.373,-27.743,1,Interlude 2,48,18-09-2012,0.0412,116.116,0.363,2012,sad
0.0246,['Unspecified'],0.642,68920,0.00752,0,1RDdzb5ew3omDEdfLB2wcp,0.0221,0,0.0969,-34.176,1,The Rainy Season: Flight of Parrots,0,01-01-1952,0.0437,77.127,0.384,1952,sad
0.898,['Judy Collins'],0.448,220266,0.135,0,01e0o0koiUiQZBDFEnAT6D,2.05E-05,8,0.31,-11.188,1,"Turn, Turn, Turn! / To Everything There Is a Season",27,1964,0.0408,125.703,0.443,1964,sad
0.933,"['Franz Liszt', 'Vladimir Horowitz']",0.288,615667,0.145,0,7paJusVgjTQGvFZpTDHYBW,0.76,11,0.717,-19.411,1,"Sonata for Piano in B Minor, S. 178: III. Allegro energico (fugato)",8,1930,0.0359,106.101,0.0798,1930,sad
0.955,['Doris Day'],0.307,160933,0.242,0,17olaaTE9qRZ9CgnqYvgrP,0.0229,2,0.139,-15.57,1,More,19,16-12-1963,0.0278,87.636,0.305,1963,sad
0.954,"['Edward Elgar', 'Arturo Toscanini']",0.134,118240,0.207,0,0LnbdZi5nqQvQdVR2bgLbm,0.944,0,0.128,-17.176,0,"Variations on an Original Theme, Op. 36 ""Enigma Variations"": Variation V. Moderato ""R.P.A.""",0,1953,0.0416,71.875,0.269,1953,sad
0.915,['The Macarons Project'],0.456,155402,0.113,0,0YBNpbrmpZdFRT0NFqii5C,0.0011,2,0.0959,-15.763,0,Fly Me to the Moon,73,13-02-2018,0.0334,108.536,0.327,2018,sad
0.955,"['Edward Elgar', 'Daniel Barenboim', 'London Philharmonic Orchestra']",0.238,432613,0.0922,0,36HFUoZRT2ytl3fKhOqp0M,0.935,2,0.0959,-19.885,1,"Symphony No. 1 in A-Flat Major, Op. 55: II. Allegro molto",0,1949,0.0415,134.724,0.103,1949,sad
0.868,"['Benjamin Britten', 'Sir Peter Pears', 'David Hemmings', ""Girls' Choir Of Sir John Leman School, Beccles"", ""Boys' Choir Of Ipswich School Preparatory Department"", 'Ralph Downes', 'The Aldeburgh Festival Orchestra']",0.355,144160,0.286,0,0BrXZuFCqtnqQn8M7cRaFc,0.00032,9,0.18,-15.558,1,"Saint Nicolas, Op.42: The Birth Of Nicolas",0,01-01-1955,0.0389,108.774,0.264,1955,sad
0.991,"['Frédéric Chopin', 'Arthur Rubinstein']",0.36,351947,0.0828,0,1vU8oht1BqabFD6A3cqS6M,0.869,0,0.0806,-18.273,1,"Nocturnes, Op. 48: No. 1 in C Minor",26,1965,0.0417,97.844,0.0396,1965,sad
0.872,['João Gilberto'],0.298,387133,0.181,0,55mCj2LMr3csP88djkFpPN,0.0909,11,0.0881,-20.734,0,Estate,50,1977,0.0333,111.168,0.102,1977,sad
0.742,['David Bowie'],0.456,226667,0.328,0,6kEyuKmF4kZylB5LcuRd8Y,5.39E-06,0,0.162,-16.131,1,Space Oddity,48,09-06-1997,0.0603,80.808,0.332,1997,sad
0.988,"['Pyotr Ilyich Tchaikovsky', 'Eugene Ormandy', 'Philadelphia Orchestra']",0.246,446120,0.0328,0,6qg6sXebuD713jhMeUt2bT,0.784,1,0.15,-30.412,1,"Piano Concerto No. 1 in B-Flat Minor, Op. 23: II. Andantino simplice",0,1946,0.0382,87.31,0.0487,1946,sad
0.979,"['Ludwig van Beethoven', 'Artur Schnabel', 'Frederick Stock', 'Chicago Symphony Orchestra']",0.318,1067560,0.173,0,7sWOdJws4WGgetoZV2ZkI1,0.93,7,0.174,-18.858,1,"Piano Concerto No. 4 in G Major, Op. 58: I. Allegro moderato",1,1942,0.0385,110.089,0.0768,1942,sad
0.989,['Alberto Rabagliati'],0.413,218360,0.209,0,3eC8kRQ5h9jeP5l1dP6QIg,0.873,1,0.174,-15.002,0,Dormi Bambina,0,17-06-1947,0.0332,99.791,0.424,1947,sad
0.726,['Orchestra Studio 7'],0.366,219455,0.147,0,3iDjrts19bNNjQY1fnx0hM,0.867,10,0.318,-18.454,1,Mme chiamme ammore - Musical base Version,0,13-11-1942,0.0407,120.85,0.144,1942,sad
0.981,['Benny Goodman Sextet'],0.392,237093,0.042,0,7dMpQpFkOQzKLuvk2t2KkH,0.721,7,0.0905,-24.984,1,I'll Never Be The Same,6,1950,0.0386,84.081,0.349,1950,sad
0.958,"['Ludwig van Beethoven', 'London Symphony Orchestra', 'Josef Krips']",0.234,532880,0.018,0,4IVLObZtU3RtG7rTbNaf9z,0.267,4,0.0784,-25.086,0,"Symphony No. 7 in A Major, Op. 92: II. Allegretto",27,01-01-1960,0.0416,124.115,0.0399,1960,sad
0.891,['Jascha Heifetz'],0.39,243586,0.116,0,0gQUcdGgdWGSLRWT3vlVL1,0.0306,4,0.926,-23.234,1,"Capriccio-Valse, Op. 7 - 1951",0,01-01-1951,0.0535,111.407,0.525,1951,sad
0.984,['Yanni'],0.363,163200,0.115,0,53Lfqp8F0KCInwcFjabMJB,0.975,0,0.135,-20.386,0,One Man's Dream,57,1986,0.0352,122.598,0.188,1986,sad
0.791,['The Temprees'],0.528,210293,0.26,0,7zRpPeGRGCT2qfLIiHWYgo,2.09E-05,4,0.121,-13.073,1,Love's Maze - 45 Version,24,01-01-1984,0.0296,124.583,0.305,1984,sad
0.995,"['Frédéric Chopin', 'Eugene Istomin']",0.528,278693,0.0415,0,618iduhpFPYOQjWsjv8P0M,0.935,7,0.154,-20.088,0,"Nocturnes, Op. 15: No. 3 in G Minor",0,1946,0.068,102.204,0.106,1946,sad
0.846,"['Mary Chapin Carpenter', 'Joe Diffie']",0.576,202400,0.272,0,3UjoluLpq2axbLaFtBtoS2,0.000795,5,0.087,-11.591,1,Not Too Much To Ask,31,20-06-1992,0.0264,78.093,0.201,1992,sad
0.905,"['Wolfgang Amadeus Mozart', 'The English Concert', 'Andrew Manze']",0.402,249026,0.133,0,1JF6A1WXU4ihyJataKSGgF,0.000931,4,0.0789,-24.175,1,"Ein Musikalischer Spass (A Musical Joke), K. 522: IV. Presto",46,10-01-2003,0.0374,130.79,0.412,2003,sad
0.987,['Vangelis'],0.599,239707,0.0486,0,7CKz0xDkXuPdW3xEQ4NUS9,0.332,11,0.13,-22.945,1,"One More Kiss, Dear",46,06-06-1994,0.036,91.211,0.369,1994,sad
0.774,['Amalia Mendoza'],0.504,195093,0.158,0,2HVNYzLuqMt3hps0vsrwRl,0,3,0.102,-14.746,1,Maldición Ranchera,25,09-08-1968,0.0578,113.458,0.358,1968,sad
